Serial Number,Date of Entry,Barcode/Accession No,Title,Author,Pages,Publisher,Place,Copyright Date,Department,Price,Discount Percent,Net Cost,Type
556,15-02-2006,PCCOEEC09152,VIKASACHI NAVI DALNE,"DESHPANDE, RAMESH",268,SOHAM DEVELOP,PUNE,,GENERAL,,,,DBK
557,10-01-2013,PCCOEEC23902,VIDNYANACHE TATTVADYAN.,"DESHPANDE, SHARD",346,PRAMARSHA PRAKASHAN.,PUNE,,GENERAL,300,30,210,GBK
558,31-01-2006,PCCOEEC09074,AAHE MANOHAR TARI,"DESHPANDE, SUNITA",165,MOUJ PRAKASHAN,MUMBAI,,GENERAL,125,20,100,GBK
559,16-09-2014,PCCOEEC28035,SOPI DYANESHWARI.,"DESHPANDE, VAMAN",520,MANORAMA PRAKASHAN,MUMBAI,,GENERAL,,,,DBK
560,10-02-2025,PCCOEEC40991,EKLAVYA.,"DEVADE, VIJAY",360,NEW ERA PUBLISHING HOUSE,PUNE,2023,GENERAL,380,28,273.6,GBK
561,04-01-2013,PCCOEEC23795,TOLSTOY EK MANOOS.,"DEVASTHALE, SUMATI",504,RAJHANS PRAKASHAN,PUNE,,GENERAL,400,30,280,GBK
562,08-02-2003,PCCOEEC06323,Bermuda Triangle,"DEVDHAR,VIJAY",255,SHRIRAM BOOK AGENCY,,1997,GENERAL,150,20,120,GBK
563,10-01-2013,PCCOEEC23925,WANPRASTH.,"DEVI, GANESH",199,PADMAGANDHA PRAKASHAN,PUNE,,GENERAL,150,30,105,GBK
564,24-01-2003,PCCOEEC05670,Puzzles to puzzle you.,"DEVI, SHAKUNTALA",144,ORIENT PAPERBOOK,,2002,GENERAL,50,20,40,GBK
565,24-01-2003,PCCOEEC05672,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBOOK,,2003,GENERAL,60,20,48,GBK
566,17-11-2011,PCCOEEC20220,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBACKS,DELHI,,GENERAL,80,25,60,GBK
567,17-11-2011,PCCOEEC20221,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBACKS,DELHI,,GENERAL,80,25,60,GBK
568,17-11-2011,PCCOEEC20222,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBACKS,DELHI,,GENERAL,80,25,60,GBK
569,17-11-2011,PCCOEEC20223,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBACKS,DELHI,,GENERAL,80,25,60,GBK
570,17-11-2011,PCCOEEC20224,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBACKS,DELHI,,GENERAL,80,25,60,GBK
571,24-01-2003,PCCOEEC05671,Puzzles to puzzle you.,"DEVI, SHAKUNTALA",144,ORIENT PAPERBOOK,,2002,GENERAL,50,20,40,GBK
572,24-01-2003,PCCOEEC05673,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBOOK,,2003,GENERAL,60,20,48,GBK
573,11-05-2007,PCCOEEC10049,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBACKS,DELHI,,GENERAL,65,22,51,GBK
574,11-05-2007,PCCOEEC10050,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBACKS,DELHI,,GENERAL,65,22,51,GBK
575,11-05-2007,PCCOEEC10051,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBACKS,DELHI,,GENERAL,65,22,51,GBK
576,11-05-2007,PCCOEEC10052,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBACKS,DELHI,,GENERAL,65,22,51,GBK
577,11-05-2007,PCCOEEC10054,PUZZLES TO PUZZLE YOU.,"DEVI, SHAKUNTALA",144,ORIENT PAPERBACKS,DELHI,,GENERAL,55,22,43,GBK
578,11-05-2007,PCCOEEC10055,PUZZLES TO PUZZLE YOU.,"DEVI, SHAKUNTALA",144,ORIENT PAPERBACKS,DELHI,,GENERAL,55,22,43,GBK
579,11-05-2007,PCCOEEC10056,PUZZLES TO PUZZLE YOU.,"DEVI, SHAKUNTALA",144,ORIENT PAPERBACKS,DELHI,,GENERAL,55,22,43,GBK
580,11-05-2007,PCCOEEC10057,PUZZLES TO PUZZLE YOU.,"DEVI, SHAKUNTALA",144,ORIENT PAPERBACKS,DELHI,,GENERAL,55,22,43,GBK
581,16-10-2007,PCCOEEC10733,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBACKS,DELHI,,GENERAL,65,23,50,GBK
582,16-10-2007,PCCOEEC10734,PUZZLES TO PUZZLE YOU.,"DEVI, SHAKUNTALA",144,ORIENT PAPERBACKS,DELHI,,GENERAL,55,23,42,GBK
583,24-11-2008,PCCOEEC11546,FIGURING : THE JOY OF NUMBERS.,"DEVI, SHAKUNTALA",156,ORIENT PAPERBACKS,DELHI,,GENERAL,80,22,62,GBK
584,24-11-2008,PCCOEEC11549,PUZZLES TO PUZZLE YOU.,"DEVI, SHAKUNTALA",144,ORIENT PAPERBACKS,DELHI,,GENERAL,55,22,43,GBK
585,24-11-2008,PCCOEEC11551,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBACKS,DELHI,,GENERAL,65,22,51,GBK
586,11-05-2007,PCCOEEC10048,MORE PUZZLES.,"DEVI, SHAKUNTALA",199,ORIENT PAPERBACKS,DELHI,,GENERAL,65,22,51,GBK
587,11-05-2007,PCCOEEC10053,PUZZLES TO PUZZLE YOU.,"DEVI, SHAKUNTALA",144,ORIENT PAPERBACKS,DELHI,,GENERAL,55,22,43,GBK
588,16-10-2007,PCCOEEC10731,FIGURING : THE JOY OF NUMBERS.,"DEVI, SHAKUNTALA",156,ORIENT PAPERBACKS,DELHI,,GENERAL,80,23,62,GBK
589,16-10-2007,PCCOEEC10732,THE BOOK OF NUMBERS.,"DEVI, SHAKUNTALA",139,ORIENT PAPERBACKS,DELHI,,GENERAL,75,23,58,GBK
590,12-10-2009,PCCOEEC13739,TWALSTAYA AK MANUS.,"DEVSTHATLE, SUMTI.",504,RAJHANS PRAKASHAN,PUNE,,GENERAL,,,,DBK
591,15-01-2013,PCCOEEC24003,BAITH KAM SUNDAR VYAYAM.,"DHADPHALE, ANJALI",89,KAKNTINETAL PRAKASHAN,PUNE,,GENERAL,100,25,75,GBK
592,15-09-2014,PCCOEEC28013,SAITAN.,"DHARAP, NARAYAN",208,,SANGALI,,GENERAL,,,,DBK
593,12-12-2017,PCCOEEC33958,SIR VISHVESHVARAYYA : BHARTRATNA DR. MOKSHAGUNDAM VISHVESHVARAYYANCHE CHARITRA.,"DHARASHIVKAR, MUKUND",135,SAKET PRAKASHAN,PUNE,2017,GENERAL,150,10,135,GBK
594,28-10-2013,PCCOEEC26641,NAVA VIJAYPATH.,"DHARMADHIKARI, AVINA",380,CHANKYA MANDAL PARIVAR,PUNE,,GENERAL,375,20,300,HSB
595,10-02-2025,PCCOEEC40993,DNYANACHA PRAVAHO CHALILA : (JIVVIDYANANACHA  PRAWAS AANI YOGDAN).,"DHARWADKAR, SUNITI",116,NEW ERA PUBLISHING HOUSE,PUNE ,2024,GENERAL,200,28,144,GBK
596,15-12-2004,PCCOEEC08564,Students modern dictionary ( English English marathi),DHAVALE K B,1077,DHAVALE PUBLICATION,,2002,GENERAL,220,20,176,GBK
597,10-01-2013,PCCOEEC23926,KALOKH AANI PANI.,"DHERE, ARUNA",152,SURESH AGENCY,PUNE,,GENERAL,130,30,91,GBK
598,11-01-2013,PCCOEEC23930,VIVEK AANI VIDROHA.,"DHERE, ARUNA",246,PADMAGANDHA PRAKASHAN,PUNE,,GENERAL,170,30,119,GBK
599,07-02-2006,PCCOEEC09121,VI. S. WALIMBE : UMDA LEKHAK UMDA MANUS,"DHERE, ARUNA",203,ABHIJIT PRAKASHN,PUNE,,GENERAL,150,20,120,GBK
600,16-01-2013,PCCOEEC24169,KALOKH AANI PANI.,"DHERE, ARUNA",151,SURESH AGENCY,PUNE,,GENERAL,130,30,91,GBK
601,16-01-2013,PCCOEEC24170,KALOKH AANI PANI.,"DHERE, ARUNA",151,SURESH AGENCY,PUNE,,GENERAL,130,30,91,GBK
602,16-01-2013,PCCOEEC24171,KALOKH AANI PANI.,"DHERE, ARUNA",151,SURESH AGENCY,PUNE,,GENERAL,130,30,91,GBK
603,07-02-2006,PCCOEEC09116,SHREE SWAMI SAMRTH,"DHERE, CHINTAMAN",320,ANMOL PRAKASHN,PUNE,,GENERAL,35,20,28,GBK
604,05-11-2012,PCCOEEC23235,OXFORD ENGLISH - MARATHI DICTIONARY.,"DHONGDE, RAMESH V.",823,OXFORD UNIVERSITY PRESS.,NEW YORK,,GENERAL,275,21,217,GBK
605,29-12-2000,PCCOEEC01107,OXFORD ENGLISH - MARATHI DICTIONARY.,"DHONGDE, RAMESH V.",823,OXFORD UNIVERSITY PRESS.,NEW YORK,2000,GENERAL,160,,160,GBK
606,07-02-2006,PCCOEEC09129,NAGRIK,"DHRMADHIKARI, AVINAS",253,MEHATA PRAKASHAN,PUNE,,GENERAL,150,20,120,GBK
607,10-01-2013,PCCOEEC23907,AARYACHYA SHODHAT.,"DHVLIKAR, MADHUKAR K",136,RAJHANS PRAKASHAN,PUNE,,GENERAL,125,30,88,GBK
608,09-01-2013,PCCOEEC23862,SWAVPRATISTHA AANI YASH.,"DIGHE, MADHUKAR",327,MANORAMA PRAKASHAN,MUMBAI,,GENERAL,150,30,105,GBK
609,08-01-2013,PCCOEEC23845,ANTRMANACHI GHODDOUD.,"DIGHE, MADHUKAR",135,MANORAMA PRAKASHAN,MUMBAI,,GENERAL,75,30,53,GBK
610,16-01-2013,PCCOEEC24182,ANTRMANACHI GHODDOUD.,"DIGHE, MADHUKAR",135,MANORAMA PRAKASHAN,MUMBAI,,GENERAL,75,30,53,GBK
611,16-01-2013,PCCOEEC24183,ANTRMANACHI GHODDOUD.,"DIGHE, MADHUKAR",135,MANORAMA PRAKASHAN,MUMBAI,,GENERAL,75,30,53,GBK
612,13-12-2001,PCCOEEC03311,Baravi nanterche course,"DIGHE,PRABHAKAR",183,RAJESH PRAKASHAN,,2001,GENERAL,50,15,43,GBK
613,28-10-2013,PCCOEEC26646,RAJNITIK BHUGOL : SAMSAMYIK PRIDRUSTI.,"DIKSHIT, RAMESH DATT",276,PHI LEARNING PVT. LTD,NEW DELHI,,GENERAL,195,20,156,HSB
614,17-03-2003,PCCOEEC07184,Remembering made easy,"DINEEN,JACQUELINE",96,JAICO PUBLISHING HOUSE.,,2001,GENERAL,60,20,48,GBK
615,17-03-2003,PCCOEEC07185,Remembering made easy,"DINEEN,JACQUELINE",96,JAICO PUBLISHING HOUSE.,,2001,GENERAL,60,20,48,GBK
616,07-01-2023,PCCOEEC37311,"9 YEARWISE UPSC IAS MAINS CIVIL SERVICES : GENERAL STUDIES PAPER 1-4, SOLVED PAPERS (201-2022).",DISHA PUBLICATION,P-4-142,DISHA PUBLICATION,NEW DELHI,,GENERAL,390,25,292.5,HSB
617,07-01-2023,PCCOEEC37312,"9 YEARWISE UPSC IAS MAINS CIVIL SERVICES : GENERAL STUDIES PAPER 1-4, SOLVED PAPERS (201-2022).",DISHA PUBLICATION,P-4-142,DISHA PUBLICATION,NEW DELHI,,GENERAL,390,25,292.5,HSB
618,28-01-2016,PCCOEEC32241,GATE TUTOR GRADUATE APTITUDE TEST IN ENGINEERING 2016 : CIVIL ENGINEERING.,"DIXIT, PRASHANT",32,ARIHANT PUBLICATIONS (INDIA) LTD.,NEW DELHI,2016,GENERAL,845,20,676,HSB
619,28-01-2016,PCCOEEC32240,GATE TUTOR GRADUATE APTITUDE TEST IN ENGINEERING 2016 : CIVIL ENGINEERING.,"DIXIT, PRASHANT",32,ARIHANT PUBLICATIONS (INDIA) LTD.,NEW DELHI,2016,GENERAL,845,20,676,HSB
620,16-07-2024,PCCOEEC40600,THE ACCIDENTAL SCIENTIST : 24 DISCOVERIES THAT CHANGED THE WORLD.,"DONALD, GRAEME",224,JAICO PUBLISHING HOUSE.,MUMBAI,2019,GENERAL,0,,0,GBK
621,18-12-2012,PCCOEEC23532,ULTIMATE FAMILY VISUAL DICTIONARY.,DORLING KINDERSLEY L,672,DORLING KINDERSLEY LTD.,LONDON,,GENERAL,2000,75,500,GBK
622,21-02-2025,PCCOEEC41201,SHERLOCK HOLMES : THE COMPLETE NOVELS.,"DOYLE, ARTHUR",495,PENGUIN BOOKS,UK,2022,GENERAL,299,28,215.28,GBK
623,29-10-2005,PCCOEEC08936,THE PERFECT INTERVIEW : HOW TO GET THE JOB YOU REALLY WANT,"DRAKE, JOHN D",189,AMACOM AMERICAN MANGAMENT ASS,NEW YORK,,GENERAL,829,19,671,GBK
624,22-10-2009,PCCOEEC13822,BHARTIYA TATVDNYANATIL PRAMANMIMASA.,"DRAVID, NARYANSHASTR",343,RAMKRISHANA MATH,NAGPUR,,GENERAL,,,,DBK
625,18-05-2023,PCCOEEC38473,MAHABHARATA - PART 4.,DREAMLAND      ,24,DREAMLAND PUBLICATIONS.,NEW DELHI,,GENERAL,,,,DBK
626,18-05-2023,PCCOEEC38478,MAHABHARATA - PART 9.,DREAMLAND      ,24,DREAMLAND PUBLICATIONS.,NEW DELHI,,GENERAL,,,,DBK
627,18-05-2023,PCCOEEC38470,MAHABHARATA - PART 1.,DREAMLAND,24,DREAMLAND PUBLICATIONS.,NEW DELHI,,GENERAL,,,,DBK
628,18-05-2023,PCCOEEC38471,MAHABHARATA - PART 2.,DREAMLAND,24,DREAMLAND PUBLICATIONS.,NEW DELHI,,GENERAL,,,,DBK
629,18-05-2023,PCCOEEC38472,MAHABHARATA - PART 3.,DREAMLAND  ,24,DREAMLAND PUBLICATIONS.,NEW DELHI,,GENERAL,,,,DBK
630,18-05-2023,PCCOEEC38474,MAHABHARATA - PART 5.,DREAMLAND,24,DREAMLAND PUBLICATIONS.,NEW DELHI,,GENERAL,,,,DBK
631,18-05-2023,PCCOEEC38475,MAHABHARATA - PART 6.,DREAMLAND,24,DREAMLAND PUBLICATIONS.,NEW DELHI,,GENERAL,,,,DBK
632,18-05-2023,PCCOEEC38476,MAHABHARATA - PART 7.,DREAMLAND,24,DREAMLAND PUBLICATIONS.,NEW DELHI,,GENERAL,,,,DBK
633,18-05-2023,PCCOEEC38477,MAHABHARATA - PART 8.,DREAMLAND,24,DREAMLAND PUBLICATIONS.,NEW DELHI,,GENERAL,,,,DBK
634,18-05-2023,PCCOEEC38479,MAHABHARATA - PART 10.,DREAMLAND,24,DREAMLAND PUBLICATIONS.,NEW DELHI,,GENERAL,,,,DBK
635,18-05-2023,PCCOEEC38480,MAHABHARATA - PART 11.,DREAMLAND,24,DREAMLAND PUBLICATIONS.,NEW DELHI,,GENERAL,,,,DBK
636,18-05-2023,PCCOEEC38481,MAHABHARATA - PART 12.,DREAMLAND  ,32,DREAMLAND PUBLICATIONS.,NEW DELHI,,GENERAL,,,,DBK
637,13-01-2006,PCCOEEC09033,MANAGING IN TURBULENT TIMES,"DRUCKER, PETER F.",239,BUTTERWORTH,NEW YORK,,GENERAL,295,20,236,GBK
638,13-01-2006,PCCOEEC09034,MANAGING FOR RESULTS,"DRUCKER, PETER F.",224,BUTTERWORTH,NEW YORK,,GENERAL,295,20,236,GBK
639,15-11-2002,PCCOEEC05367,Technical education in maharashtra state 1995-96,DTE MAHARASHTRA STAT,360,1997,,,GENERAL,,,,DBK
640,15-03-2024,PCCOEEC40407,FAMOUS ALGEBRAISS OF THE WORLD A JOURNEY THROUGH THE DEVELOPMENT OF ALGEBRA.,"DUBE, MAHESH",200,NATIONAL BOOK TRUST INDIA,NEW DELHI,2021,GENERAL,235,10,211.5,GBK
641,02-11-2007,PCCOEEC11120,GMAT.,"DULAN, STEVEN W.",418,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,325,22,254,HSB
642,02-11-2007,PCCOEEC11119,GMAT.,"DULAN, STEVEN W.",418,PEARSON EDUCATION PTE. LTD.,NEW DELHI,,GENERAL,325,22,254,HSB
643,10-01-2013,PCCOEEC23881,KEVAL MANAVATESATHI.,"DURANI, TEHMEENA",298,ROHAN PRAKASHAN.,PUNE,,GENERAL,195,30,137,GBK
644,05-04-2007,PCCOEEC10006,ENRICH YOUR ENGLISH. BOOK-6. SENIOR-I,"DUSHING,V. D.",199,NISHANT PUBLICATIONS.,PUNE,,GENERAL,2500,60,1000,GBK
645,05-04-2007,PCCOEEC10008,ENRICH YOUR ENGLISH. BOOK-7. SENIOR-II,"DUSHING,V. D.",254,NISHANT PUBLICATIONS.,PUNE,,GENERAL,,,,GBK
646,05-04-2007,PCCOEEC10010,ENRICH YOUR ENGLISH. BOOK-8. SENIOR-III.,"DUSHING,V. D.",293,NISHANT PUBLICATIONS.,PUNE,,GENERAL,,,,GBK
647,05-04-2007,PCCOEEC10007,ENRICH YOUR ENGLISH. BOOK-6. SENIOR-I,"DUSHING,V. D.",199,NISHANT PUBLICATIONS.,PUNE,,GENERAL,,,,GBK
648,05-04-2007,PCCOEEC10009,ENRICH YOUR ENGLISH. BOOK-7. SENIOR-II,"DUSHING,V. D.",254,NISHANT PUBLICATIONS.,PUNE,,GENERAL,,,,GBK
649,05-04-2007,PCCOEEC10011,ENRICH YOUR ENGLISH. BOOK-8. SENIOR-III.,"DUSHING,V. D.",293,NISHANT PUBLICATIONS.,PUNE,,GENERAL,,,,GBK
650,07-02-2006,PCCOEEC09138,SAWR RE BHAG 2,"DVANE, PRAVIN",135,NAVCHAITANYA PRAKASHAN.,MIMBAI,,GENERAL,110,20,88,GBK
651,06-08-2011,PCCOEEC18623,"THE PAYMENT OF GRATUITY ACT, 1972.","DWIVEDI, S. L.",132,LABOUR LAW AGENCY,MUMBAI,,GENERAL,60,1,59,GBK
652,06-08-2011,PCCOEEC18624,"THE EMPLOYEES' PROVIDENT FUNDS AND MISCELLANEOUS PROVISIONS ACT, 1952.","DWIVEDI, S. L.",376,LABOUR LAW AGENCY,MUMBAI,,GENERAL,180,1,178,GBK
653,19-09-2003,PCCOEEC07370,NACK LA SAMORE JATANA.,"DYMA, BRIDGEMOHAN",140,VIDHYABHARTI PRAKASHAN,,2003,GENERAL,100,1,99,GBK
654,31-07-2020,PCCOEEC35604,THE OFFICIAL GUIDE TO THE TOEFL TEST ETS DVD-ROM WITH 4 FULL-LENGTH AUTHENTIC TOEFL PRACTICE TESTS.,EDUCATIONAL TESTING SERVICE (ETS),747,MCGRAW HILL EDUCATION (INDIA) PRIVATE LIMITED,CHENNAI,2019,GENERAL,1345,20,1076,HSB
655,31-07-2020,PCCOEEC35605,THE OFFICIAL GUIDE TO THE TOEFL TEST ETS DVD-ROM WITH 4 FULL-LENGTH AUTHENTIC TOEFL PRACTICE TESTS.,EDUCATIONAL TESTING SERVICE (ETS),747,MCGRAW HILL EDUCATION (INDIA) PRIVATE LIMITED,CHENNAI,2019,GENERAL,1345,20,1076,HSB
656,26-11-2008,PCCOEEC11580,THE PERFECT CAREER ALL YOU NEED TO GET IT RIGHT FIRST TIME.,"EGGERT, MAX",99,RANDOM HOUSE INC.,NEW YORK,,GENERAL,95,22,74,GBK
657,18-07-2023,PCCOEEC38549,IDEAS AND OPINIONS.,"EINSTEIN, ALBERT",377,CROWN PUBLISHERS,NEW YORK,1982,GENERAL,0,0,0,GBK
658,23-10-2007,PCCOEEC10786,IDEAS AND OPINIONS,"EINSTEIN, ALBERT",377,RUPA AND CO,NEW DELHI,,GENERAL,195,23,150,GBK
659,17-03-2003,PCCOEEC07198,A HAND BOOK OF ENGLISH FOR ENGINEERS AND TECHNOLOGISTS,"ELIAH, P.",349,B.S. PUBLICATION,,2002,GENERAL,125,20,100,GBK
660,17-03-2003,PCCOEEC07197,A HAND BOOK OF ENGLISH FOR ENGINEERS AND TECHNOLOGISTS,"ELIAH, P.",349,B.S. PUBLICATION,,2002,GENERAL,125,20,100,GBK
661,19-09-2003,PCCOEEC07369,Reliance review of energy markets,ENERGY RESEARCH GROU,390,RELIANCE MUMBAI,,2002,GENERAL,,,,DBK
662,14-09-2023,PCCOEEC38616,LOK AARADHANA KI ABHIVYAKTI KHAND-1.  ,ETHER PRESS,242,ETHER PRESS,LUCKNOW,2023,GENERAL,0,0,0,DBK
663,14-09-2023,PCCOEEC38617,LOK AARADHANA KI ABHIVYAKTI KHAND-2.,ETHER PRESS  ,342,ETHER PRESS,LUCKNOW,2023,GENERAL,0,0,0,DBK
664,14-09-2023,PCCOEEC38618,LOK AARADHANA KI ABHIVYAKTI KHAND-1.,ETHER PRESS  ,242,ETHER PRESS,LUCKNOW,2023,GENERAL,0,0,0,DBK
665,14-09-2023,PCCOEEC38619,LOK AARADHANA KI ABHIVYAKTI KHAND-2.,ETHER PRESS  ,342,ETHER PRESS,LUCKNOW,2023,GENERAL,0,0,0,DBK
666,14-09-2023,PCCOEEC38620,LOK AARADHANA KI ABHIVYAKTI KHAND-1.,ETHER PRESS,242,ETHER PRESS,LUCKNOW,2023,GENERAL,0,0,0,DBK
667,14-09-2023,PCCOEEC38621,LOK AARADHANA KI ABHIVYAKTI KHAND-2.,ETHER PRESS,342,ETHER PRESS,LUCKNOW,2023,GENERAL,0,0,0,DBK
668,14-09-2023,PCCOEEC38622,LOK AARADHANA KI ABHIVYAKTI KHAND-1.,ETHER PRESS,242,ETHER PRESS,LUCKNOW,2023,GENERAL,0,0,0,DBK
669,14-09-2023,PCCOEEC38623,LOK AARADHANA KI ABHIVYAKTI KHAND-2.,ETHER PRESS,342,LUCKNOW,LUCKNOW,2023,GENERAL,0,0,0,DBK
670,26-07-2017,PCCOEEC33457,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
671,26-07-2017,PCCOEEC33458,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
672,26-07-2017,PCCOEEC33459,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
673,26-07-2017,PCCOEEC33460,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
674,26-07-2017,PCCOEEC33461,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
675,26-07-2017,PCCOEEC33462,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
676,26-07-2017,PCCOEEC33463,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
677,26-07-2017,PCCOEEC33464,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
678,26-07-2017,PCCOEEC33465,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
679,26-07-2017,PCCOEEC33466,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
680,26-07-2017,PCCOEEC33467,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
681,26-07-2017,PCCOEEC33468,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
682,26-07-2017,PCCOEEC33469,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
683,26-07-2017,PCCOEEC33470,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
684,26-07-2017,PCCOEEC33471,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
685,26-07-2017,PCCOEEC33472,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
686,26-07-2017,PCCOEEC33473,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
687,26-07-2017,PCCOEEC33474,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
688,26-07-2017,PCCOEEC33475,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
689,26-07-2017,PCCOEEC33476,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
690,26-07-2017,PCCOEEC33477,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
691,26-07-2017,PCCOEEC33478,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
692,26-07-2017,PCCOEEC33479,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
693,26-07-2017,PCCOEEC33480,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
694,26-07-2017,PCCOEEC33456,APTIPEDIA : APTITUDE ENCYCLOPEDIA.,FACE,509,WILEY INDIA (P) LTD.,NEW DELHI,2017,GENERAL,599,25,449.25,HSB
695,08-02-2003,PCCOEEC06317,COMMUNICATION SKILLS FOR TECHNICAL STUDENTS,"Farhathullah,T. M.",189,ORIENT LONGMAN,,2002,GENERAL,120,20,96,GBK
696,14-11-2002,PCCOEEC05324,Engineering for dairy and food products,"FARRALL ,ARTHUR .W",674,WILEY EASTERN NEW DELHI,,1967,GENERAL,,,,GBK
697,09-01-2006,PCCOEEC09013,THE FINE ART OF SMALL TALK,"FINE, DEBRA",202,HYPERION,NEWYORK,,GENERAL,542,20,434,GBK
698,19-11-2002,PCCOEEC05436,Carburation AND carburattors,"FISHER,CHARLES H",316,CHAPMAN AND HALL/CRC,,1939,GENERAL,,,,GBK
699,09-01-2006,PCCOEEC09005,"CHINA, INC","FISHMAN, TED C.",,SIMON AND SCHUSTER,U K LTD,,GENERAL,542,20,434,GBK
700,15-09-2014,PCCOEEC28011,TI AANI TO.,"FONDKE, BAL",176,RAVIRAJ PRAKASHAN,PUNE,,GENERAL,,,,DBK
701,26-11-2008,PCCOEEC11566,HOW TO WRITE REPORTS AND PROPOSALS.,"FORSYTH, PATRICK",118,KOGAN PAGE PVT. LTD.,NEW DELHI,,GENERAL,150,22,117,GBK
